eight, 16, 0.533867
eight, 92, 3.069733
eight, 109, 3.636967
eight, 56, 1.868533
eight, 107, 3.570233
eight, 69, 2.302300
eight, 154, 5.138467
eight, 80, 2.669333
eight, 33, 1.101100
eight, 33, 1.101100
eight, 82, 2.736067
eight, 171, 5.705700
eight, 67, 2.235567
eight, 84, 2.802800
eight, 93, 3.103100
eight, 173, 5.772433
eight, 51, 1.701700
eight, 112, 3.737067
eight, 49, 1.634967
eight, 61, 2.035367
eight, 15, 0.500500
eight, 33, 1.101100
eight, 88, 2.936267
eight, 27, 0.900900
eight, 24, 0.800800
eight, 29, 0.967633
eight, 33, 1.101100
eight, 143, 4.771433
eight, 35, 1.167833
eight, 59, 1.968633
eight, 70, 2.335667
eight, 61, 2.035367
eight, 18, 0.600600
eight, 32, 1.067733
eight, 93, 3.103100
eight, 35, 1.167833
eight, 18, 0.600600
eight, 34, 1.134467
eight, 21, 0.700700
eight, 27, 0.900900
eight, 25, 0.834167
eight, 18, 0.600600
eight, 116, 3.870533
eight, 29, 0.967633
eight, 47, 1.568233
eight, 54, 1.801800
eight, 34, 1.134467
eight, 44, 1.468133
eight, 30, 1.001000
eight, 44, 1.468133
eight, 134, 4.471133
eight, 72, 2.402400
eight, 15, 0.500500
eight, 61, 2.035367
eight, 15, 0.500500
eight, 140, 4.671333
eight, 130, 4.337667
eight, 215, 7.173833
eight, 124, 4.137467
eight, 198, 6.606600
eight, 79, 2.635967
eight, 46, 1.534867
eight, 43, 1.434767
eight, 100, 3.336667
eight, 62, 2.068733
eight, 48, 1.601600
eight, 61, 2.035367
eight, 98, 3.269933
eight, 66, 2.202200
eight, 59, 1.968633
eight, 51, 1.701700
eight, 26, 0.867533
eight, 54, 1.801800
eight, 67, 2.235567
eight, 84, 2.802800
eight, 83, 2.769433
eight, 151, 5.038367
eight, 123, 4.104100
eight, 65, 2.168833
eight, 210, 7.007000
eight, 103, 3.436767
eight, 106, 3.536867
eight, 108, 3.603600
eight, 62, 2.068733
eight, 103, 3.436767
eight, 71, 2.369033
eight, 98, 3.269933
eight, 39, 1.301300
eight, 58, 1.935267
eight, 63, 2.102100
eight, 18, 0.600600
eight, 36, 1.201200
eight, 48, 1.601600
eight, 26, 0.867533
eight, 68, 2.268933
eight, 51, 1.701700
eight, 156, 5.205200
eight, 43, 1.434767
eight, 27, 0.900900
eight, 62, 2.068733
eight, 329, 10.977633
eight, 58, 1.935267
eight, 81, 2.702700
eight, 67, 2.235567
eight, 130, 4.337667
eight, 74, 2.469133
eight, 70, 2.335667
eight, 61, 2.035367
eight, 55, 1.835167
eight, 101, 3.370033
eight, 95, 3.169833
eight, 89, 2.969633
eight, 41, 1.368033
eight, 33, 1.101100
eight, 24, 0.800800
eight, 21, 0.700700
eight, 45, 1.501500
eight, 46, 1.534867
eight, 67, 2.235567
eight, 106, 3.536867
eight, 79, 2.635967
eight, 26, 0.867533
eight, 28, 0.934267
eight, 28, 0.934267
eight, 32, 1.067733
eight, 30, 1.001000
eight, 28, 0.934267
eight, 28, 0.934267
eight, 27, 0.900900
eight, 29, 0.967633
eight, 46, 1.534867
eight, 49, 1.634967
eight, 180, 6.006000
eight, 99, 3.303300
eight, 181, 6.039367
eleven, 1484, 24.733333
eleven, 74, 1.233333
eleven, 427, 7.116667
fifteen, 46, 1.534867
fifteen, 17, 0.567233
fifteen, 15, 0.500500
fifteen, 15, 0.500500
fifteen, 18, 0.600600
fifteen, 15, 0.500500
fifteen, 19, 0.633967
fifteen, 77, 2.569233
fifteen, 32, 1.067733
fifteen, 27, 0.900900
fifteen, 15, 0.500500
fifteen, 61, 2.035367
fifteen, 26, 0.867533
fifteen, 16, 0.533867
fifteen, 24, 0.800800
fifteen, 92, 3.069733
fifteen, 16, 0.533867
fifteen, 16, 0.533867
fifteen, 15, 0.500500
fifteen, 16, 0.533867
fifteen, 18, 0.600600
fifteen, 39, 1.301300
fifteen, 37, 1.234567
fifteen, 21, 0.700700
fifteen, 18, 0.600600
fifteen, 30, 1.001000
fifteen, 44, 1.468133
fifteen, 42, 1.401400
fifteen, 66, 2.202200
fifteen, 100, 3.336667
five, 26, 0.867533
five, 96, 3.203200
five, 112, 3.737067
five, 100, 3.336667
five, 109, 3.636967
five, 219, 7.307300
five, 74, 2.469133
five, 150, 5.005000
five, 72, 2.402400
five, 45, 1.501500
five, 115, 3.837167
five, 109, 3.636967
five, 278, 9.275933
five, 135, 4.504500
five, 124, 4.137467
five, 74, 2.469133
five, 110, 3.670333
five, 27, 0.900900
five, 50, 1.668333
five, 26, 0.867533
five, 21, 0.700700
five, 25, 0.834167
five, 47, 1.568233
five, 24, 0.800800
five, 256, 8.541867
five, 446, 14.881533
five, 165, 5.505500
five, 145, 4.838167
five, 202, 6.740067
five, 100, 3.336667
five, 126, 4.204200
five, 132, 4.404400
five, 92, 3.069733
five, 42, 1.401400
five, 43, 1.434767
five, 134, 4.471133
five, 102, 3.403400
five, 139, 4.637967
five, 97, 3.236567
five, 31, 1.034367
five, 33, 1.101100
five, 41, 1.368033
five, 57, 1.901900
five, 177, 5.905900
five, 59, 1.968633
five, 100, 3.336667
five, 260, 8.675333
five, 62, 2.068733
five, 44, 1.468133
five, 57, 1.901900
five, 28, 0.934267
five, 95, 3.169833
five, 132, 4.404400
five, 173, 5.772433
five, 124, 4.137467
five, 159, 5.305300
five, 71, 2.369033
five, 139, 4.637967
five, 110, 3.670333
five, 217, 7.240567
five, 386, 12.879533
five, 305, 10.176833
five, 142, 4.738067
five, 55, 1.835167
five, 73, 2.435767
five, 63, 2.102100
five, 96, 3.203200
five, 16, 0.533867
five, 22, 0.734067
five, 16, 0.533867
five, 40, 1.334667
five, 266, 8.875533
five, 209, 6.973633
five, 105, 3.503500
five, 55, 1.835167
five, 54, 1.801800
five, 94, 3.136467
five, 70, 2.335667
five, 40, 1.334667
five, 125, 4.170833
five, 37, 1.234567
four, 192, 7.680000
four, 30, 1.200000
four, 24, 0.960000
four, 20, 0.800000
four, 55, 2.200000
four, 24, 0.960000
four, 375, 15.000000
four, 47, 1.880000
four, 66, 2.640000
four, 33, 1.320000
four, 15, 0.600000
four, 31, 1.240000
four, 29, 1.160000
four, 26, 1.040000
four, 23, 0.920000
four, 26, 1.040000
four, 31, 1.240000
four, 47, 1.880000
four, 152, 6.080000
four, 27, 1.080000
four, 19, 0.760000
four, 16, 0.640000
four, 17, 0.680000
four, 69, 2.760000
four, 72, 2.880000
four, 87, 3.480000
four, 22, 0.880000
four, 19, 0.760000
four, 77, 3.080000
four, 58, 2.320000
four, 113, 4.520000
four, 31, 1.240000
four, 30, 1.200000
four, 15, 0.600000
four, 160, 6.400000
four, 34, 1.360000
four, 21, 0.840000
four, 21, 0.840000
four, 42, 1.680000
four, 53, 2.120000
four, 26, 1.040000
four, 366, 14.640000
four, 127, 5.080000
four, 68, 2.720000
four, 17, 0.680000
four, 33, 1.320000
four, 119, 4.760000
four, 209, 8.360000
four, 243, 9.720000
four, 129, 5.160000
four, 134, 5.360000
four, 43, 1.720000
four, 17, 0.680000
four, 40, 1.600000
four, 20, 0.800000
four, 25, 1.000000
four, 23, 0.920000
four, 16, 0.640000
four, 45, 1.800000
four, 32, 1.280000
four, 27, 1.080000
four, 60, 2.400000
four, 36, 1.440000
four, 127, 5.080000
four, 45, 1.800000
four, 30, 1.200000
four, 54, 2.160000
four, 47, 1.880000
four, 25, 1.000000
four, 25, 1.000000
four, 71, 2.840000
four, 32, 1.280000
four, 18, 0.720000
four, 121, 4.840000
four, 49, 1.960000
four, 35, 1.400000
four, 86, 3.440000
four, 39, 1.560000
four, 51, 2.040000
four, 39, 1.560000
four, 49, 1.960000
