file,length,cluster
./data\thirteen\thirteen-013.json,1.6683333333333334,53
./data\thirteen\thirteen-015.json,0.9342666666666667,53
./data\thirteen\thirteen-016.json,0.7674333333333333,53
./data\seven\seven-007.json,2.3356666666666666,54
./data\seven\seven-017.json,0.5005000000000001,54
./data\seven\seven-025.json,0.7674333333333333,54
./data\seven\seven-001.json,0.8675333333333334,55
./data\seven\seven-024.json,1.9686333333333335,55
./data\five\five-039.json,3.2365666666666666,56
./data\five\five-041.json,1.1011,56
./data\five\five-042.json,1.3680333333333334,56
./data\five\five-067.json,3.2032000000000003,56
./data\eight\eight-005.json,3.5702333333333334,57
./data\eight\eight-082.json,3.5368666666666666,57
./data\six\six-068.json,0.8008000000000001,57
./data\six\six-069.json,0.6006,57
./data\six\six-074.json,2.0353666666666665,57
./data\eight\eight-048.json,1.4681333333333333,58
./data\eight\eight-078.json,4.1041,58
./data\eight\eight-050.json,1.4681333333333333,59
./data\fifteen\fifteen-018.json,0.5338666666666667,60
./data\fifteen\fifteen-019.json,0.5005000000000001,60
./data\fifteen\fifteen-020.json,0.5338666666666667,60
./data\fifteen\fifteen-024.json,0.7007,60
./data\fifteen\fifteen-026.json,1.0010000000000001,60
./data\fifteen\fifteen-027.json,1.4681333333333333,60
./data\one\one-005.json,3.6703333333333332,61
./data\one\one-014.json,3.069733333333333,61
./data\one\one-016.json,2.2689333333333335,61
./data\one\one-018.json,3.4367666666666667,61
./data\one\one-026.json,2.769433333333333,61
./data\one\one-040.json,0.9676333333333333,61
./data\one\one-046.json,4.170833333333333,61
./data\one\one-047.json,1.2345666666666666,61
./data\one\one-052.json,3.9706333333333332,61
./data\one\one-055.json,3.2032000000000003,61
./data\eight\eight-002.json,3.069733333333333,62
./data\eight\eight-015.json,3.1031,62
./data\eight\eight-040.json,0.9009,62
./data\eight\eight-066.json,1.6016000000000001,62
./data\eight\eight-076.json,2.769433333333333,62
./data\eight\eight-085.json,3.4367666666666667,62
./data\eight\eight-096.json,1.7017,62
./data\eight\eight-110.json,3.370033333333333,62
./data\fourteen\fourteen-001.json,3.6703333333333332,62
./data\six\six-061.json,1.2679333333333334,62
./data\tweleve\tweleve-001.json,3.6703333333333332,62
./data\fifteen\fifteen-005.json,0.6006,63
./data\seven\seven-018.json,1.8351666666666666,63
./data\seven\seven-022.json,0.7007,63
./data\seven\seven-027.json,1.0677333333333334,63
./data\seven\seven-036.json,1.3680333333333334,63
./data\eight\eight-068.json,3.2699333333333334,64
./data\eight\eight-069.json,2.2022,64
./data\eight\eight-087.json,3.2699333333333334,65
./data\five\five-003.json,3.7370666666666668,65
./data\five\five-009.json,2.4024,65
./data\five\five-018.json,0.9009,65
./data\five\five-021.json,0.7007,65
./data\five\five-035.json,1.4347666666666667,65
./data\five\five-040.json,1.0343666666666667,65
./data\five\five-043.json,1.9019,65
./data\five\five-046.json,3.336666666666667,65
./data\five\five-049.json,1.4681333333333333,65
./data\five\five-070.json,0.5338666666666667,65
./data\five\five-015.json,4.137466666666667,66
./data\five\five-017.json,3.6703333333333332,66
./data\five\five-019.json,1.6683333333333334,66
./data\five\five-020.json,0.8675333333333334,66
./data\five\five-023.json,1.5682333333333334,66
./data\five\five-024.json,0.8008000000000001,66
